"mu","sigma","d","S","N","mu_est","sigma_est","d_est"
0,3.775,7.5,10,10,0,3.775,7.5
1,3.775,7.5,10,10,1.6503685537641,3.64020547980366,12.0938606964912
2,3.775,7.5,10,10,1.99997722682892,3.7750118135825,7.50017554319377
-2,5,7.5,10,10,-2.00000000005523,5.00000000011082,7.49999999987763
-1,5,7.5,10,10,-0.999999999985893,4.99999999999359,7.50000000011863
0,5,7.5,10,10,0,5,7.5
1,5,7.5,10,10,0.990392518852511,4.98983868541198,7.54966635791718
2,5,7.5,10,10,2.00002004302365,4.99998747311022,7.500231747461
-2,0.1,8.75,10,10,-2.00000000000128,0.100000000001266,8.7499999999986
-1,0.1,8.75,10,10,-0.978676139452562,0.119155947217996,8.76501486128044
0,0.1,8.75,10,10,-0.243485758926967,0.312096684258601,8.98217582587406
1,0.1,8.75,10,10,1,0.1,8.75
2,0.1,8.75,10,10,2.0001610842535,0.100200724790372,8.75098790925892
-2,1.325,8.75,10,10,-2.00000059062271,1.3250006404565,8.74999935400641
-1,1.325,8.75,10,10,-1,1.325,8.75
0,1.325,8.75,10,10,0,1.325,8.75
1,1.325,8.75,10,10,0.999999945195013,1.32500004322121,8.74999995640512
2,1.325,8.75,10,10,2.00418463118301,1.33911851026907,8.79639654331446
-2,2.55,8.75,10,10,-2.00393553077463,2.55366496303388,8.79488964789816
-1,2.55,8.75,10,10,-0.999999999922526,2.54999999998204,8.74999999993837
0,2.55,8.75,10,10,0,2.55,8.75
1,2.55,8.75,10,10,1.02829353590278,2.5731334480152,9.02931024074942
2,2.55,8.75,10,10,1.99976646447494,2.54995037370092,8.75177584305516
-2,3.775,8.75,10,10,-2.00000442177998,3.77500775987274,8.74997524078865
-1,3.775,8.75,10,10,-1,3.775,8.75
0,3.775,8.75,10,10,0,3.775,8.75
1,3.775,8.75,10,10,1.11768993285534,3.72563561149679,9.94324515256109
2,3.775,8.75,10,10,2.00001543613956,3.7750120112461,8.74998311672235
-2,5,8.75,10,10,-1.99982231924418,5.00007403364826,8.74987044111555
-1,5,8.75,10,10,-1.00000000002103,5.00000000001168,8.74999999997956
0,5,8.75,10,10,0.526111620327709,4.73694418983615,13.5507685354903
1,5,8.75,10,10,0.999999972534055,4.99999998751543,8.74999997815203
2,5,8.75,10,10,1.9999975953289,4.99999899805371,8.75001828551981
-2,0.1,10,10,10,-9.95770439139807,10,27.3923508080811
-1,0.1,10,10,10,-1,0.1,10
0,0.1,10,10,10,-1.02121785342e-11,0.0999999999995277,9.99999999996833
1,0.1,10,10,10,1,0.1,10
2,0.1,10,10,10,1.99999922255817,0.0999998879950122,10.0000001025961
-2,1.325,10,10,10,1.99016444281747,0.91341267480078,40.063287299452
-1,1.325,10,10,10,0.235298918940182,2.33685578717656,17.3927907337578
0,1.325,10,10,10,-2.52645370230118e-06,1.32500219169859,9.9999974735463
1,1.325,10,10,10,1,1.325,10
2,1.325,10,10,10,2,1.325,10
-2,2.55,10,10,10,-1.98621657557082,2.55258869993103,10.1092748320504
-1,2.55,10,10,10,-1.02235299968515,2.54366665008921,10.2235299968515
0,2.55,10,10,10,-1.43387639062253e-05,2.55000816793873,9.99999153369762
1,2.55,10,10,10,1,2.55,10
2,2.55,10,10,10,1.99576204339299,2.55263106472685,10.0066976822166
-2,3.775,10,10,10,-1.95608479366247,3.79778101328759,10.3293640475315
-1,3.775,10,10,10,-0.983267247110069,3.77659132491938,10.0810415622794
0,3.775,10,10,10,0,3.775,10
1,3.775,10,10,10,1.00002497115389,3.77498952598823,9.99997225427346
2,3.775,10,10,10,1.9999999991655,3.7750000004329,9.99999999930458
-2,5,10,10,10,-2.17821536392447,5.10205802032515,11.7620847768894
-1,5,10,10,10,-0.821720917407436,4.94215088587993,9.82197699028904
0,5,10,10,10,0.287867968102565,5.10395853204019,14.9015593720346
1,5,10,10,10,1.00321687247818,4.99821284862323,10.0321687247818
2,5,10,10,10,2.00002763242562,4.99998272973399,9.99996545946797
-2,0.1,5,100,10,0.0102574756491326,0.0830993355992477,4.16242599313949
-1,0.1,5,100,10,-1.00000080994955,0.100000890032589,4.99999953916792
0,0.1,5,100,10,0.0158749756152418,0.0999702532003937,5.02805369989856
1,0.1,5,100,10,1,0.1,5
2,0.1,5,100,10,1.9999993091089,0.0999999942425742,4.99999971212871
-2,1.325,5,100,10,-2,1.325,5
-1,1.325,5,100,10,-1.01324169183587,1.3338836612258,5.03813578495638
0,1.325,5,100,10,2.47231327316246,0.997418491305974,3.76384336341877
1,1.325,5,100,10,1,1.325,5
2,1.325,5,100,10,1.99952146044018,1.32534594422345,4.99980060851674
-2,2.55,5,100,10,-2.00240309874734,2.55103941228613,5.04548050521131
-1,2.55,5,100,10,-0.979195484047105,2.54860033570009,5.22494755750668
0,2.55,5,100,10,0,2.55,5
1,2.55,5,100,10,1.02582931506853,2.57138093302895,5.27264277016779
2,2.55,5,100,10,2,2.55,5
-2,3.775,5,100,10,-2,3.775,5
-1,3.775,5,100,10,-1,3.775,5
0,3.775,5,100,10,0,3.775,5
1,3.775,5,100,10,1,3.775,5
2,3.775,5,100,10,2,3.775,5
-2,5,5,100,10,-2,5,5
-1,5,5,100,10,-1,5,5
0,5,5,100,10,0,5,5
1,5,5,100,10,1,5,5
2,5,5,100,10,2,5,5
-2,0.1,6.25,100,10,-1.99999999924252,0.100000000436651,6.24999999958861
-1,0.1,6.25,100,10,-0.999998279319066,0.10000154861284,6.24999902234038
0,0.1,6.25,100,10,-4.30897754033822e-17,0.1,6.25
1,0.1,6.25,100,10,0.999965971577082,0.0999704266890266,6.25024000595824
2,0.1,6.25,100,10,2.00761605238711,0.0999047993451611,6.26065996035832
-2,1.325,6.25,100,10,-1.81737167142839,1.4570250625299,7.67678381696573
-1,1.325,6.25,100,10,-1,1.325,6.25
0,1.325,6.25,100,10,-7.02684312657084e-05,1.32508836409546,6.24981565887806
1,1.325,6.25,100,10,0.999777132989576,1.32529980983997,6.24978399867437
2,1.325,6.25,100,10,2.00006919986414,1.3249885387725,6.24994593760614
-2,2.55,6.25,100,10,-2.00066827689006,2.54978698674129,6.25783136980545
-1,2.55,6.25,100,10,-0.999999842509448,2.55000010666406,6.24999991051673
0,2.55,6.25,100,10,0.0206311336952979,2.55549588735432,6.37585014178729
1,2.55,6.25,100,10,1,2.55,6.25
2,2.55,6.25,100,10,1.99951404434494,2.55030169746918,6.24974689809633
-2,3.775,6.25,100,10,-1.99989759063463,3.77505345673657,6.24994646652308
-1,3.775,6.25,100,10,-1.04508503413291,3.75608932925831,6.71963586279024
0,3.775,6.25,100,10,-1.9866417080413e-05,3.77499250065928,6.24998758143339
1,3.775,6.25,100,10,1.41535453622276,4.05224691146599,8.25125359738922
2,3.775,6.25,100,10,1.98146400542569,3.77954656052274,6.33955171610546
-2,5,6.25,100,10,-2,5,6.25
-1,5,6.25,100,10,-1,5,6.25
0,5,6.25,100,10,0,5,6.25
1,5,6.25,100,10,1,5,6.25
2,5,6.25,100,10,2,5,6.25
-2,0.1,7.5,100,10,-2,0.1,7.5
-1,0.1,7.5,100,10,-1,0.1,7.5
0,0.1,7.5,100,10,0.0519858225935332,0.0372477554690685,8.12779696957376
1,0.1,7.5,100,10,0.998615570010476,0.0999874142728225,7.51164179763918
2,0.1,7.5,100,10,2.00582431701172,0.0999271960373535,7.56734366544799
-2,1.325,7.5,100,10,-2.00018464970631,1.32510446843918,7.49985072533331
-1,1.325,7.5,100,10,-0.999991698489134,1.32500654687334,7.49999433987896
0,1.325,7.5,100,10,-0.00151838055843053,1.32631719513444,7.49886121458118
1,1.325,7.5,100,10,1.00021676626324,1.32502133557513,7.49991723465782
2,1.325,7.5,100,10,1.95266133863643,1.34006664568,7.76508798720547
-2,2.55,7.5,100,10,-2.1273025142795,2.70259512641335,8.2677357255334
-1,2.55,7.5,100,10,-1.00128570508689,2.55104373153887,7.49805163301124
0,2.55,7.5,100,10,-0.0462678649897807,2.51453588672624,8.12531007803917
1,2.55,7.5,100,10,1,2.55,7.5
2,2.55,7.5,100,10,2.00004198265298,2.55003903241933,7.49996069288373
-2,3.775,7.5,100,10,-2.02789190480572,3.75390201560522,7.90201359417598
-1,3.775,7.5,100,10,-0.99999998609746,3.7749999952289,7.50000011690772
0,3.775,7.5,100,10,0.000432760913305555,3.77475958521586,7.50443694875942
1,3.775,7.5,100,10,0.999365617716448,3.77478229153451,7.50525848370302
2,3.775,7.5,100,10,2.10544893087556,3.85705244933754,8.71925326324864
-2,5,7.5,100,10,-2.00000000061097,5.00000000038186,7.50000000706437
-1,5,7.5,100,10,-0.982287200397446,5.41625246552219,9.1517225975478
0,5,7.5,100,10,0.000366029994792975,4.9998169850026,7.49972547750391
1,5,7.5,100,10,1.00110613745235,5.00061452080686,7.51136863492695
2,5,7.5,100,10,1.91967500602065,4.96570304887018,8.08711182335055
-2,0.1,8.75,100,10,-2.00000052361825,0.0999999936957439,8.74999942753306
-1,0.1,8.75,100,10,-0.999999999587305,0.0999999999962483,8.74999999967172
0,0.1,8.75,100,10,-4.55096349349362e-07,0.100000450545386,8.74999960179069
1,0.1,8.75,100,10,1,0.1,8.75
2,0.1,8.75,100,10,1.99999966666943,0.0999999972222453,8.74999975694646
-2,1.325,8.75,100,10,-1.94259997091798,1.32188091800797,9.20007216481559
-1,1.325,8.75,100,10,-1,1.325,8.75
0,1.325,8.75,100,10,-0.0769720049213332,1.24230878641117,8.78101685611071
1,1.325,8.75,100,10,1.00006722712525,1.32498971781166,8.7499340645458
2,1.325,8.75,100,10,2,1.325,8.75
-2,2.55,8.75,100,10,-2.00041182742855,2.54986873000715,8.74954956375002
-1,2.55,8.75,100,10,-0.989900827724273,2.54765882824517,8.83377722456001
0,2.55,8.75,100,10,-0.202490542777899,2.37749213988996,10.5109866573666
1,2.55,8.75,100,10,1.017664831253,2.54499496447832,8.92910176131513
2,2.55,8.75,100,10,2.00007970216531,2.55007422264144,8.7499128257567
-2,3.775,8.75,100,10,-1.72151200620444,3.89107229930872,10.7710720755789
-1,3.775,8.75,100,10,-0.998407771782837,3.77713752561669,8.86266033856956
0,3.775,8.75,100,10,0.000664417854616491,3.77538185802346,8.74947389354861
1,3.775,8.75,100,10,1.09371732496882,3.73569078869364,9.70018954482271
2,3.775,8.75,100,10,1.98900140892572,3.78070551911978,8.83363511962732
-2,5,8.75,100,10,-2.00011812649287,5.00006527968102,8.74984947760951
-1,5,8.75,100,10,-1.00023131319307,5.00004120582188,8.74951999878074
0,5,8.75,100,10,-0.0363741427336834,5.0196650626313,9.33291081948445
1,5,8.75,100,10,0.999736088768891,5.00011980569394,8.74979064999899
2,5,8.75,100,10,2.21107607888067,5.13192254930042,11.1575865247326
-2,0.1,10,100,10,-2,0.1,10
-1,0.1,10,100,10,-0.9999691647798,0.100070431386346,9.99994808203737
0,0.1,10,100,10,0,0.1,10
1,0.1,10,100,10,0.996293084332475,0.0998351638597508,10.0118603861947
2,0.1,10,100,10,2,0.1,10
-2,1.325,10,100,10,-2.00000001453564,1.32499999759254,9.99999998183045
-1,1.325,10,100,10,-1.00048335987437,1.32546579770137,9.99946288501281
0,1.325,10,100,10,0,1.325,10
1,1.325,10,100,10,0.999999943681064,1.32499999321613,9.99999994880097
2,1.325,10,100,10,2.00091706380764,1.32600092838397,10.0103817129664
-2,2.55,10,100,10,-1.99995558883268,2.54997291448161,10.0003084705936
-1,2.55,10,100,10,-1,2.55,10
0,2.55,10,100,10,-0.000667334441507443,2.54991491120672,9.99865737372054
1,2.55,10,100,10,0.957006081629295,2.54662778076862,10.372465452723
2,2.55,10,100,10,2,2.55,10
-2,3.775,10,100,10,-2.19119594528574,3.68497422507977,12.1516873025737
-1,3.775,10,100,10,-1.00004704606373,3.77504419325603,9.99995653144017
0,3.775,10,100,10,0.000516808214954627,3.77569936897881,9.99923792966348
1,3.775,10,100,10,0.983715167250417,3.76934048304344,10.1342630724529
2,3.775,10,100,10,1.68404503602301,3.68361172150924,12.4985474650659
-2,5,10,100,10,-2.00000000000347,5.00000000000217,9.99999999999567
-1,5,10,100,10,-0.999846062637236,4.99997732628463,9.99990227563482
0,5,10,100,10,2.62468723103474,3.68765638448263,7.37531276896526
1,5,10,100,10,1.00014984514432,5.00010333352348,9.99977890414432
2,5,10,100,10,2.01122617589286,4.95563010316655,10.4246544122633
-2,0.1,5,10,100,-2.0000021004515,0.100000237386739,4.99999887832919
-1,0.1,5,10,100,-0.99999974931038,0.0999999977210035,4.99999988605017
0,0.1,5,10,100,-3.75921395375852e-07,0.10000037215423,4.9999998120466
1,0.1,5,10,100,1.00000000036365,0.0999999999906736,4.99999999999092
2,0.1,5,10,100,2,0.1,5
-2,1.325,5,10,100,-1.9999611188478,1.32499570687278,5.00030780912157
-1,1.325,5,10,100,-1,1.325,5
0,1.325,5,10,100,5.23449161652468e-15,1.325,5
1,1.325,5,10,100,1.00025837250181,1.32524904238369,5.0027272652969
2,1.325,5,10,100,2.00029928624446,1.32515182181892,5.00333878093943
-2,2.55,5,10,100,-2,2.55,5
-1,2.55,5,10,100,-1.00008147224781,2.54997691619645,4.99995473764011
0,2.55,5,10,100,0,2.55,5
1,2.55,5,10,100,0.963513543986403,2.57936842325354,5.27508955708557
2,2.55,5,10,100,2.00011615794439,2.5501329748396,4.99998839543786
-2,3.775,5,10,100,-2,3.775,5
-1,3.775,5,10,100,-1,3.775,5
0,3.775,5,10,100,0,3.775,5
1,3.775,5,10,100,1,3.775,5
2,3.775,5,10,100,2,3.775,5
-2,5,5,10,100,-2,5,5
-1,5,5,10,100,-1,5,5
0,5,5,10,100,0,5,5
1,5,5,10,100,1,5,5
2,5,5,10,100,2,5,5
-2,0.1,6.25,10,100,-2,0.1,6.25
-1,0.1,6.25,10,100,2.6292585021805,0.0670105591972195,16.3663287053584
0,0.1,6.25,10,100,-1.14070053280274e-05,0.0999901696515603,6.24997596866055
1,0.1,6.25,10,100,0.999999999999921,0.0999999999999993,6.24999999999996
2,0.1,6.25,10,100,1.9357099115581,0.153025928359705,6.75233483494092
-2,1.325,6.25,10,100,-0.481068388546662,2.30310291303923,15.2844864505546
-1,1.325,6.25,10,100,-1.00195467393392,1.32766185358506,6.27416403346396
0,1.325,6.25,10,100,8.49390563718059e-20,1.325,6.25
1,1.325,6.25,10,100,0.596883104587892,1.27644273759809,9.68565535862592
2,1.325,6.25,10,100,2.00001015226928,1.32499374769451,6.2499907354305
-2,2.55,6.25,10,100,-1.96049509833134,2.57142666020333,6.45806325791827
-1,2.55,6.25,10,100,-1.1182719425721,2.64682539472921,7.4778592535969
0,2.55,6.25,10,100,1.66147053609275e-22,2.55,6.25
1,2.55,6.25,10,100,0.999845865065662,2.5499965278516,6.24987871735737
2,2.55,6.25,10,100,2.00004807414198,2.549986986161,6.24997368713159
-2,3.775,6.25,10,100,-1.99999999975431,3.7749999999227,6.2500000019197
-1,3.775,6.25,10,100,-1.37617428406329,4.07211092157837,10.3057435987213
0,3.775,6.25,10,100,3.52650610149546e-08,3.77499999797397,6.24999996124147
1,3.775,6.25,10,100,0.999999686423504,3.77500016419835,6.24999987001101
2,3.775,6.25,10,100,1.96998430954753,3.76646311892839,6.46334235472191
-2,5,6.25,10,100,-2,5,6.25
-1,5,6.25,10,100,-1,5,6.25
0,5,6.25,10,100,0,5,6.25
1,5,6.25,10,100,1,5,6.25
2,5,6.25,10,100,2,5,6.25
-2,0.1,7.5,10,100,-2.00000026142069,0.0999998263053454,7.49999992341839
-1,0.1,7.5,10,100,0.790009189924557,0.083727189182504,14.1804324294645
0,0.1,7.5,10,100,-2.89569112543246e-11,0.100000000028667,7.49999999997828
1,0.1,7.5,10,100,1.00008326126669,0.0999990748748145,7.50029957301624
2,0.1,7.5,10,100,1.99995762455368,0.10003495974321,7.50032664406535
-2,1.325,7.5,10,100,-0.555815465136141,1.16630439341633,18.6372906795804
-1,1.325,7.5,10,100,-1.00005473283616,1.32499194233167,7.49995438935637
0,1.325,7.5,10,100,0,1.325,7.5
1,1.325,7.5,10,100,0.7134160310615,0.383667621680754,9.92912516504815
2,1.325,7.5,10,100,1.3138313876686,1.33749115300858,11.1022491833268
-2,2.55,7.5,10,100,-2.00002755119449,2.55002565704987,7.49997417075516
-1,2.55,7.5,10,100,-1.00013120290227,2.54996282584436,7.50134847427329
0,2.55,7.5,10,100,0,2.55,7.5
1,2.55,7.5,10,100,1.00000035868245,2.54999989837331,7.49999970109796
2,2.55,7.5,10,100,2.00014602817558,2.55040883260522,7.49933322122708
-2,3.775,7.5,10,100,-1.5808922537936,3.66217302486164,10.5968610902013
-1,3.775,7.5,10,100,-1.00000288444831,3.77498977428947,7.49999358534447
0,3.775,7.5,10,100,0.255267554959447,3.93390405296226,9.86122488337488
1,3.775,7.5,10,100,1,3.775,7.5
2,3.775,7.5,10,100,2.00049180955733,3.7753826893118,7.50568654800664
-2,5,7.5,10,100,-2.00276701476225,5.00825860404743,7.73612277381338
-1,5,7.5,10,100,-0.999244978045445,4.99948891136816,7.49966298284622
0,5,7.5,10,100,0,5,7.5
1,5,7.5,10,100,0.989852814932405,5.00461235684891,7.58532860170477
2,5,7.5,10,100,1.99830180159176,4.9992924173299,7.51309027939687
-2,0.1,8.75,10,100,-1.99999974647746,0.0999999978873122,8.74999981513982
-1,0.1,8.75,10,100,-1,0.1,8.75
0,0.1,8.75,10,100,4.34211434368568e-05,0.0999995657885656,8.75034464424699
1,0.1,8.75,10,100,0.999999999999999,0.0999999999999998,8.75
2,0.1,8.75,10,100,2,0.1,8.75
-2,1.325,8.75,10,100,-2,1.325,8.75
-1,1.325,8.75,10,100,-0.917165434109292,3.85939605577506,7.27046603314675
0,1.325,8.75,10,100,-7.63563342611156e-05,1.32496058852375,8.74991976245107
1,1.325,8.75,10,100,1.47163296547049,1.1867220562301,9.86278336241059
2,1.325,8.75,10,100,1.8558200312004,1.19546146279819,10.5945439333095
-2,2.55,8.75,10,100,-2,2.55,8.75
-1,2.55,8.75,10,100,-1,2.55,8.75
0,2.55,8.75,10,100,-0.000351589545890943,2.55032256070362,8.74965881691172
1,2.55,8.75,10,100,1.000007717112,2.54999781348493,8.75007824294107
2,2.55,8.75,10,100,2,2.55,8.75
-2,3.775,8.75,10,100,-1.99998804936375,3.77499624052901,8.7499912859944
-1,3.775,8.75,10,100,-0.999898824507341,3.77496527841047,8.74991951949448
0,3.775,8.75,10,100,0,3.775,8.75
1,3.775,8.75,10,100,0.956739328373246,3.80380848184343,11.2699711230004
2,3.775,8.75,10,100,1.79062410037421,3.70913383157605,10.3421292367378
-2,5,8.75,10,100,-1.99999999253877,5.00000000310885,8.74999999455952
-1,5,8.75,10,100,-1.41960567932893,4.80607236679455,12.6050825211111
0,5,8.75,10,100,0.0151048811998323,4.99244755940008,8.88783204094847
1,5,8.75,10,100,1.00071188066944,4.9996045107392,8.7493078937936
2,5,8.75,10,100,2,5,8.75
-2,0.1,10,10,100,-2.0000000000847,0.100000000105788,9.99999999989577
-1,0.1,10,10,100,-1.00250927970322,0.104405688075698,10.0912898645045
0,0.1,10,10,100,-0.00178180174663826,0.101761700365723,10.004368470265
1,0.1,10,10,100,0.999999808089287,0.0999999734763835,9.99999980332879
2,0.1,10,10,100,1.26168729318606,0.000522636864457845,9.93462435141694
-2,1.325,10,10,100,-3.45756672595337,1.51592589721722,36.2832558882667
-1,1.325,10,10,100,-1.34564979419071,1.45804932984806,15.6554511411671
0,1.325,10,10,100,0,1.325,10
1,1.325,10,10,100,0.657104956210437,0.204980622544654,10.4204925927977
2,1.325,10,10,100,2.01981636368382,1.34997771159099,10.2674996969308
-2,2.55,10,10,100,-2.00025218959924,2.55023485166397,9.99968476268528
-1,2.55,10,10,100,0.264395418386771,2.26043613349616,20.3700867419413
0,2.55,10,10,100,6.88004700426593e-06,2.54999824558801,9.999993119953
1,2.55,10,10,100,0.99999999999482,2.54999999999879,9.99999999999645
2,2.55,10,10,100,2.00055902026418,2.54839214784592,9.99722901255074
-2,3.775,10,10,100,-1.99992040269652,3.77504129110118,9.99993366891377
-1,3.775,10,10,100,-1.00000032757127,3.7750002265468,10.0000032757563
0,3.775,10,10,100,0,3.775,10
1,3.775,10,10,100,0.99974231415266,3.77507567461645,9.99979261058419
2,3.775,10,10,100,2.00379352863815,3.77252036538575,9.99537126829392
-2,5,10,10,100,-1.90134373497535,4.9588932229064,10.7399219876848
-1,5,10,10,100,-0.148708724276388,4.71527869486521,15.6188124018588
0,5,10,10,100,2.06976907347601,4.1309024914412,29.6929434541789
1,5,10,10,100,1.00007433342197,4.99995870365446,9.99991740730892
2,5,10,10,100,1.99883025513151,4.99846489730266,10.0024150420713
-2,0.1,5,100,100,-1.99999999387195,0.100000005055644,4.99999999744664
-1,0.1,5,100,100,-0.875785155906578,0.297818832816219,4.74781144469029
0,0.1,5,100,100,0.0348124497866881,0.0862010502979963,5.30648756744517
1,0.1,5,100,100,1.0131054664596,0.000633477732651185,4.8974303076693
2,0.1,5,100,100,1.99999999762444,0.0999999999802037,4.99999999901018
-2,1.325,5,100,100,-2.00090258696338,1.32485033323973,5.01073082432121
-1,1.325,5,100,100,-0.999609807442576,1.32515505959523,4.99971730217594
0,1.325,5,100,100,-0.0161849413211156,1.33904043659607,5.1537569425506
1,1.325,5,100,100,0.996033133309499,1.3271288728152,4.99938893258584
2,1.325,5,100,100,1.99891154102805,1.32578686513181,5.00861696686128
-2,2.55,5,100,100,-1.99856880182626,2.54969587038808,4.99940366742761
-1,2.55,5,100,100,-1.00354952760785,2.55298363059478,4.99791011027613
0,2.55,5,100,100,-0.0135970073865938,2.55744429344647,5.12981423676087
1,2.55,5,100,100,1.00049933023202,2.5597479188784,5.04580665269999
2,2.55,5,100,100,2,2.55,5
-2,3.775,5,100,100,-2,3.775,5
-1,3.775,5,100,100,-1,3.775,5
0,3.775,5,100,100,0,3.775,5
1,3.775,5,100,100,1,3.775,5
2,3.775,5,100,100,2,3.775,5
-2,5,5,100,100,-2,5,5
-1,5,5,100,100,-1,5,5
0,5,5,100,100,0,5,5
1,5,5,100,100,1,5,5
2,5,5,100,100,2,5,5
-2,0.1,6.25,100,100,-1.99997943737263,0.100003434079489,6.24998716501374
-1,0.1,6.25,100,100,-1,0.1,6.25
0,0.1,6.25,100,100,1.24599359810779e-11,0.0999999999998754,6.24999999999221
1,0.1,6.25,100,100,1.09741644953934,0.000630696363250467,6.72852099428044
2,0.1,6.25,100,100,2,0.1,6.25
-2,1.325,6.25,100,100,-1.99999545467211,1.32499949812005,6.25003551037412
-1,1.325,6.25,100,100,-0.99791109388595,1.32711311754673,6.24855638605159
0,1.325,6.25,100,100,-0.0661166933508806,1.38041670548342,6.86932653193801
1,1.325,6.25,100,100,0.999997864462162,1.32499974276476,6.25001820060657
2,1.325,6.25,100,100,2.00076308183093,1.32487361457175,6.24940384231959
-2,2.55,6.25,100,100,-2.00121296707893,2.55320175428537,6.33671903696937
-1,2.55,6.25,100,100,-1,2.55,6.25
0,2.55,6.25,100,100,-0.00240306888253442,2.55189027576056,6.27450663348885
1,2.55,6.25,100,100,0.843073711889475,2.65630855539686,7.59018195743386
2,2.55,6.25,100,100,1.98418961714475,2.52770639381275,6.27289680506583
-2,3.775,6.25,100,100,-1.99517121878918,3.77750551767944,6.24748440006511
-1,3.775,6.25,100,100,-1,3.775,6.25
0,3.775,6.25,100,100,-0.0108484543506629,3.77090470848263,6.35170425953747
1,3.775,6.25,100,100,1.00014573993492,3.77493887019396,6.24989879171186
2,3.775,6.25,100,100,1.99644762622369,3.77443470819829,6.24828953711406
-2,5,6.25,100,100,-2,5,6.25
-1,5,6.25,100,100,-1,5,6.25
0,5,6.25,100,100,0,5,6.25
1,5,6.25,100,100,1,5,6.25
2,5,6.25,100,100,2,5,6.25
-2,0.1,7.5,100,100,-1.99999423125843,0.100004759211798,7.49999639453652
-1,0.1,7.5,100,100,-0.999999999992998,0.100000000006302,7.49999999999523
0,0.1,7.5,100,100,-0.00447922427129243,0.0103418479926602,7.61790162321876
1,0.1,7.5,100,100,0.999970776942209,0.0999544174356786,7.50000154848805
2,0.1,7.5,100,100,1.79523556969918,0.00106900869819478,7.51722333975655
-2,1.325,7.5,100,100,-1.99421163909016,1.32436086848287,7.49638227443135
-1,1.325,7.5,100,100,-0.981057063085727,1.32271823714442,7.6592928785973
0,1.325,7.5,100,100,-0.00467007135142063,1.32969625701446,7.49658110359761
1,1.325,7.5,100,100,0.986377942422267,1.32335916049756,7.61454912974629
2,1.325,7.5,100,100,1.98146638538178,1.33506617534039,7.49473742740232
-2,2.55,7.5,100,100,-2,2.55,7.5
-1,2.55,7.5,100,100,-0.998416227475582,2.54959775386393,7.49900189700631
0,2.55,7.5,100,100,0.0637461149329094,2.58660424500334,8.03074425157064
1,2.55,7.5,100,100,1,2.55,7.5
2,2.55,7.5,100,100,2,2.55,7.5
-2,3.775,7.5,100,100,-1.9999987828597,3.77500063139402,7.49999923930643
-1,3.775,7.5,100,100,-1.82625796262808,3.42843068789767,15.9920957270108
0,3.775,7.5,100,100,0.00103011283687625,3.77564124524096,7.49922741537234
1,3.775,7.5,100,100,1.00050484828109,3.77478824419321,7.49957929309909
2,3.775,7.5,100,100,2.10706749789642,3.72447752443013,8.73796794442735
-2,5,7.5,100,100,-1.97231411410309,5.01153578579038,7.71341203712202
-1,5,7.5,100,100,-0.999379355477152,4.99971788885325,7.49957683327988
0,5,7.5,100,100,0,5,7.5
1,5,7.5,100,100,1.02816428902996,5.01558928798218,7.78845364706593
2,5,7.5,100,100,1.92060344879811,5.02296933093567,7.47415447417436
-2,0.1,8.75,100,100,-2,0.1,8.75
-1,0.1,8.75,100,100,1.75033210671774,2.57529901341477,6.56223540983981
0,0.1,8.75,100,100,-1.75658155162572e-16,0.1,8.75
1,0.1,8.75,100,100,1.00000073354016,0.0999999862301458,8.74999929989466
2,0.1,8.75,100,100,1.99999947048866,0.0999999955324438,8.74999961390746
-2,1.325,8.75,100,100,-1.99918701446288,1.32686138856766,8.74924807753425
-1,1.325,8.75,100,100,-1.00120920760188,1.32616554177182,8.7622600215191
0,1.325,8.75,100,100,-0.0123905162819579,1.3357487728746,8.86306346107287
1,1.325,8.75,100,100,1.11018099479574,1.43120223592223,9.86711286094208
2,1.325,8.75,100,100,2.92022979166945,0.921403726811971,9.1902679576214
-2,2.55,8.75,100,100,-2.01198507439985,2.55742834704063,8.74091563012524
-1,2.55,8.75,100,100,-0.991989427704722,2.55638535930004,8.74156894256185
0,2.55,8.75,100,100,-0.00295913732981302,2.5492454199809,8.74741075483641
1,2.55,8.75,100,100,1.00182935367968,2.56059855808614,8.73123046125564
2,2.55,8.75,100,100,1.71438685622498,2.4930480008943,10.9220440871372
-2,3.775,8.75,100,100,-1.9214784693308,3.75029843514365,9.3470908061304
-1,3.775,8.75,100,100,-0.998504478684345,3.77448676427576,8.74881038077164
0,3.775,8.75,100,100,-0.000837566729483026,3.78243162887967,8.77157523225728
1,3.775,8.75,100,100,0.999724756656729,3.77490554148901,8.74978105643149
2,3.775,8.75,100,100,2.00005885380272,3.77497222836184,8.75067130118727
-2,5,8.75,100,100,-2.00391398611503,4.99755375867811,8.79464390412453
-1,5,8.75,100,100,-1,5,8.75
0,5,8.75,100,100,-0.00328564826081227,4.99835717586959,8.74712505777179
1,5,8.75,100,100,0.998197138024275,5.00081948271624,8.74856590524658
2,5,8.75,100,100,1.99353628893478,5.00279502892229,8.74521683915614
-2,0.1,10,100,100,-1.99999606185673,0.100003248968196,9.99999671821392
-1,0.1,10,100,100,-0.999993713205655,0.100005658114898,9.99999428473243
0,0.1,10,100,100,4.50739007129627e-07,0.0999999954603602,9.99999954926439
1,0.1,10,100,100,1,0.1,10
2,0.1,10,100,100,2.00103253175608,0.0999870933530491,9.99870933530491
-2,1.325,10,100,100,-1.99853425198483,1.3260596136693,9.99877854332069
