"","ld","Var1","Var2","Var3"
"204",-26.5928427112602,0.5,1.6,5
"205",-26.7110254243218,0.6,1.6,5
"206",-26.904006879946,0.7,1.6,5
"207",-27.0867212596671,0.8,1.6,5
"208",-27.333628379212,0.9,1.6,5
"209",-27.6051696031136,1,1.6,5
"210",-26.3160652133352,0,1.8,5
"211",-26.3271266203301,0.1,1.8,5
"212",-26.364727360396,0.2,1.8,5
"213",-26.4251686843868,0.3,1.8,5
"214",-26.5116108716249,0.4,1.8,5
"215",-26.6082757294353,0.5,1.8,5
"216",-26.757855056786,0.6,1.8,5
"217",-26.8948866582345,0.7,1.8,5
"218",-27.0892202026276,0.8,1.8,5
"219",-27.2866006787338,0.9,1.8,5
"220",-27.5252642442577,1,1.8,5
"221",-26.3270134636455,0,2,5
"222",-26.3373551319126,0.1,2,5
"223",-26.3745058697709,0.2,2,5
"224",-26.4366811973343,0.3,2,5
"225",-26.5246210323526,0.4,2,5
"226",-26.642506996475,0.5,2,5
"227",-26.7530080827635,0.6,2,5
"228",-26.9128091651774,0.7,2,5
"229",-27.1205622542737,0.8,2,5
"230",-27.2961142470052,0.9,2,5
"231",-27.4970897704984,1,2,5
"232",-23.4326022124915,0,-2,5.25
"233",-23.4433545236351,0.1,-2,5.25
"234",-23.4754942402883,0.2,-2,5.25
"235",-23.5203442897997,0.3,-2,5.25
"236",-23.6248306086764,0.4,-2,5.25
"237",-23.7028208968498,0.5,-2,5.25
"238",-23.8371130263089,0.6,-2,5.25
"239",-23.9631054906704,0.7,-2,5.25
"240",-24.1318488729377,0.8,-2,5.25
"241",-24.2906358752541,0.9,-2,5.25
"242",-24.6231128627092,1,-2,5.25
"243",-23.4116648075046,0,-1.8,5.25
"244",-23.4220568131648,0.1,-1.8,5.25
"245",-23.4613531878971,0.2,-1.8,5.25
"246",-23.5073928442361,0.3,-1.8,5.25
"247",-23.5764971889241,0.4,-1.8,5.25
"248",-23.6874453127013,0.5,-1.8,5.25
"249",-23.8106886253866,0.6,-1.8,5.25
"250",-23.9389095577936,0.7,-1.8,5.25
"251",-24.1255677421847,0.8,-1.8,5.25
"252",-24.2805572578008,0.9,-1.8,5.25
"253",-24.5177910546756,1,-1.8,5.25
"254",-23.3939497938019,0,-1.6,5.25
"255",-23.4047744657626,0.1,-1.6,5.25
"256",-23.443404504309,0.2,-1.6,5.25
"257",-23.4937441165605,0.3,-1.6,5.25
"258",-23.5535243136003,0.4,-1.6,5.25
"259",-23.6737031749162,0.5,-1.6,5.25
"260",-23.7598125629136,0.6,-1.6,5.25
"261",-23.912359561802,0.7,-1.6,5.25
"262",-24.0500493636924,0.8,-1.6,5.25
"263",-24.2519006293392,0.9,-1.6,5.25
"264",-24.4607222637471,1,-1.6,5.25
"265",-23.3791236572949,0,-1.4,5.25
"266",-23.390727129868,0.1,-1.4,5.25
"267",-23.4180428090346,0.2,-1.4,5.25
"268",-23.4755520224244,0.3,-1.4,5.25
"269",-23.553373829115,0.4,-1.4,5.25
"270",-23.6579102542084,0.5,-1.4,5.25
"271",-23.8003597929351,0.6,-1.4,5.25
"272",-23.9003880175243,0.7,-1.4,5.25
"273",-24.0784442812514,0.8,-1.4,5.25
"274",-24.2955119379119,0.9,-1.4,5.25
"275",-24.4505612598375,1,-1.4,5.25
"276",-23.3669024765655,0,-1.2,5.25
"277",-23.3780596234837,0.1,-1.2,5.25
"278",-23.4082011277133,0.2,-1.2,5.25
"279",-23.4706492895919,0.3,-1.2,5.25
"280",-23.5392884250472,0.4,-1.2,5.25
"281",-23.6584621896635,0.5,-1.2,5.25
"282",-23.7817379141973,0.6,-1.2,5.25
"283",-23.922763577691,0.7,-1.2,5.25
"284",-24.1141825097057,0.8,-1.2,5.25
"285",-24.2298850193698,0.9,-1.2,5.25
"286",-24.4187563812234,1,-1.2,5.25
"287",-23.3570425538817,0,-1,5.25
"288",-23.3669047429575,0.1,-1,5.25
"289",-23.4021625638791,0.2,-1,5.25
"290",-23.4610910413459,0.3,-1,5.25
"291",-23.5230055031089,0.4,-1,5.25
"292",-23.6407281681642,0.5,-1,5.25
"293",-23.7412080066508,0.6,-1,5.25
"294",-23.8783133783329,0.7,-1,5.25
"295",-24.087271935464,0.8,-1,5.25
"296",-24.301940795585,0.9,-1,5.25
"297",-24.420850211841,1,-1,5.25
"298",-23.349333159261,0,-0.8,5.25
"299",-23.35895090743,0.1,-0.8,5.25
"300",-23.3905708463632,0.2,-0.8,5.25
"301",-23.4447031600389,0.3,-0.8,5.25
"302",-23.5221950049095,0.4,-0.8,5.25
"303",-23.6180888774473,0.5,-0.8,5.25
"304",-23.7482323498703,0.6,-0.8,5.25
"305",-23.9080109872364,0.7,-0.8,5.25
"306",-24.0095256329604,0.8,-0.8,5.25
"307",-24.1759890712885,0.9,-0.8,5.25
"308",-24.4363789551635,1,-0.8,5.25
"309",-23.343590840298,0,-0.6,5.25
"310",-23.3542607043751,0.1,-0.6,5.25
"311",-23.3848358847851,0.2,-0.6,5.25
"312",-23.4341667803295,0.3,-0.6,5.25
"313",-23.5199186893235,0.4,-0.6,5.25
"314",-23.6090260958121,0.5,-0.6,5.25
"315",-23.7404972477502,0.6,-0.6,5.25
"316",-23.8830709438669,0.7,-0.6,5.25
"317",-24.0763582011836,0.8,-0.6,5.25
"318",-24.2478289390364,0.9,-0.6,5.25
"319",-24.4576833323961,1,-0.6,5.25
"320",-23.3396549090206,0,-0.4,5.25
"321",-23.3497335276368,0.1,-0.4,5.25
"322",-23.3831819262974,0.2,-0.4,5.25
"323",-23.4389684181905,0.3,-0.4,5.25
"324",-23.5086308684802,0.4,-0.4,5.25
"325",-23.6209733428968,0.5,-0.4,5.25
"326",-23.7233976294982,0.6,-0.4,5.25
"327",-23.8707061082169,0.7,-0.4,5.25
"328",-24.028851331722,0.8,-0.4,5.25
"329",-24.2645722511026,0.9,-0.4,5.25
"330",-24.4704742894,1,-0.4,5.25
"331",-23.3373838251811,0,-0.2,5.25
"332",-23.3476214507913,0.1,-0.2,5.25
"333",-23.3804283428825,0.2,-0.2,5.25
"334",-23.433850871851,0.3,-0.2,5.25
"335",-23.5147684067091,0.4,-0.2,5.25
"336",-23.6163047164005,0.5,-0.2,5.25
"337",-23.7249651115525,0.6,-0.2,5.25
"338",-23.8860284607118,0.7,-0.2,5.25
"339",-24.0343845696471,0.8,-0.2,5.25
"340",-24.212484261868,0.9,-0.2,5.25
"341",-24.4203730172353,1,-0.2,5.25
"342",-23.336652270451,0,0,5.25
"343",-23.3469191696067,0.1,0,5.25
"344",-23.3777393711181,0.2,0,5.25
"345",-23.4376349823781,0.3,0,5.25
"346",-23.5121976992363,0.4,0,5.25
"347",-23.6158367997205,0.5,0,5.25
"348",-23.7525764608884,0.6,0,5.25
"349",-23.8584159764578,0.7,0,5.25
"350",-24.0383264355996,0.8,0,5.25
"351",-24.2193869860108,0.9,0,5.25
"352",-24.4421556389401,1,0,5.25
"353",-23.3373487609516,0,0.2,5.25
"354",-23.348245921059,0.1,0.2,5.25
"355",-23.3784661366754,0.2,0.2,5.25
"356",-23.431409637108,0.3,0.2,5.25
"357",-23.4988491325451,0.4,0.2,5.25
"358",-23.6224148188064,0.5,0.2,5.25
"359",-23.7430959433423,0.6,0.2,5.25
"360",-23.8539187308891,0.7,0.2,5.25
"361",-24.027896133107,0.8,0.2,5.25
"362",-24.2373501624909,0.9,0.2,5.25
"363",-24.4736704138485,1,0.2,5.25
"364",-23.3393736834635,0,0.4,5.25
"365",-23.3502886865907,0.1,0.4,5.25
"366",-23.3822292769568,0.2,0.4,5.25
"367",-23.4386145204286,0.3,0.4,5.25
"368",-23.5077415513271,0.4,0.4,5.25
"369",-23.6149228858762,0.5,0.4,5.25
"370",-23.7090841076911,0.6,0.4,5.25
"371",-23.8633579795906,0.7,0.4,5.25
"372",-24.0626311063135,0.8,0.4,5.25
"373",-24.2241309633317,0.9,0.4,5.25
"374",-24.426165667651,1,0.4,5.25
"375",-23.3426376681788,0,0.6,5.25
"376",-23.353455729018,0.1,0.6,5.25
"377",-23.3864534059146,0.2,0.6,5.25
"378",-23.4425738844763,0.3,0.6,5.25
"379",-23.5158759202928,0.4,0.6,5.25
"380",-23.612918314049,0.5,0.6,5.25
"381",-23.7381801526569,0.6,0.6,5.25
"382",-23.8868079681729,0.7,0.6,5.25
"383",-24.0624637421759,0.8,0.6,5.25
"384",-24.198896916943,0.9,0.6,5.25
"385",-24.4183413042098,1,0.6,5.25
"386",-23.34706023107,0,0.8,5.25
"387",-23.3578702529984,0.1,0.8,5.25
"388",-23.3894626126788,0.2,0.8,5.25
"389",-23.4419497545404,0.3,0.8,5.25
"390",-23.5176778771828,0.4,0.8,5.25
"391",-23.6473633232713,0.5,0.8,5.25
"392",-23.7368070865942,0.6,0.8,5.25
"393",-23.883339763515,0.7,0.8,5.25
"394",-24.0062412903445,0.8,0.8,5.25
"395",-24.2354570774906,0.9,0.8,5.25
"396",-24.401624352215,1,0.8,5.25
"397",-23.3525686339876,0,1,5.25
"398",-23.3630058435497,0.1,1,5.25
"399",-23.3943830317295,0.2,1,5.25
"400",-23.4431017154745,0.3,1,5.25
"401",-23.5264300192259,0.4,1,5.25
"402",-23.6254750423784,0.5,1,5.25
"403",-23.7404654650428,0.6,1,5.25
"404",-23.8877752475082,0.7,1,5.25
"405",-24.0364003353284,0.8,1,5.25
"406",-24.2565035530506,0.9,1,5.25
"407",-24.53408143017,1,1,5.25
"408",-23.3590969218804,0,1.2,5.25
"409",-23.3699358547526,0.1,1.2,5.25
"410",-23.4033522930812,0.2,1.2,5.25
"411",-23.4615053632481,0.3,1.2,5.25
"412",-23.5304162595323,0.4,1.2,5.25
"413",-23.6348646610593,0.5,1.2,5.25
"414",-23.7356916751048,0.6,1.2,5.25
"415",-23.9089881111726,0.7,1.2,5.25
"416",-24.095806165127,0.8,1.2,5.25
"417",-24.2575134888924,0.9,1.2,5.25
"418",-24.4502696582751,1,1.2,5.25
"419",-23.3665851051077,0,1.4,5.25
"420",-23.3781241867338,0.1,1.4,5.25
"421",-23.4082738224313,0.2,1.4,5.25
"422",-23.4615076852132,0.3,1.4,5.25
"423",-23.5487168859308,0.4,1.4,5.25
"424",-23.6425648349397,0.5,1.4,5.25
"425",-23.7670400839006,0.6,1.4,5.25
"426",-23.9386667305763,0.7,1.4,5.25
"427",-24.0609554630178,0.8,1.4,5.25
"428",-24.2523805742396,0.9,1.4,5.25
"429",-24.5099938093654,1,1.4,5.25
"430",-23.3749784613686,0,1.6,5.25
"431",-23.3857173793798,0.1,1.6,5.25
"432",-23.419854509387,0.2,1.6,5.25
"433",-23.471475141076,0.3,1.6,5.25
"434",-23.5543357727025,0.4,1.6,5.25
"435",-23.6524761944786,0.5,1.6,5.25
"436",-23.7565749677225,0.6,1.6,5.25
"437",-23.910074038679,0.7,1.6,5.25
"438",-24.0960216348781,0.8,1.6,5.25
"439",-24.3025281072782,0.9,1.6,5.25
"440",-24.5329078789027,1,1.6,5.25
"441",-23.384226936847,0,1.8,5.25
"442",-23.3937621422599,0.1,1.8,5.25
"443",-23.425361690075,0.2,1.8,5.25
"444",-23.482352253669,0.3,1.8,5.25
"445",-23.5449912438287,0.4,1.8,5.25
"446",-23.658894919039,0.5,1.8,5.25
"447",-23.7894603027866,0.6,1.8,5.25
"448",-23.9152646030007,0.7,1.8,5.25
"449",-24.1212973240996,0.8,1.8,5.25
"450",-24.2763606366833,0.9,1.8,5.25
"451",-24.5338863899648,1,1.8,5.25
"452",-23.3942846301175,0,2,5.25
"453",-23.4053832287859,0.1,2,5.25
"454",-23.4353262802226,0.2,2,5.25
"455",-23.4930291256339,0.3,2,5.25
"456",-23.5703382633198,0.4,2,5.25
"457",-23.6872096944978,0.5,2,5.25
"458",-23.8068217147376,0.6,2,5.25
"459",-23.9579798316951,0.7,2,5.25
"460",-24.1246760788961,0.8,2,5.25
"461",-24.2801292092993,0.9,2,5.25
"462",-24.4873146394461,1,2,5.25
"463",-20.6314611592442,0,-2,5.5
"464",-20.6453743256524,0.1,-2,5.5
"465",-20.675996325533,0.2,-2,5.5
"466",-20.7125230739664,0.3,-2,5.5
"467",-20.7802883661501,0.4,-2,5.5
"468",-20.855260184097,0.5,-2,5.5
"469",-20.9535919132049,0.6,-2,5.5
"470",-21.0900175062059,0.7,-2,5.5
"471",-21.3346452957015,0.8,-2,5.5
"472",-21.4915937885591,0.9,-2,5.5
"473",-21.6477589776511,1,-2,5.5
"474",-20.6128475164869,0,-1.8,5.5
"475",-20.6236990428666,0.1,-1.8,5.5
"476",-20.6519255881655,0.2,-1.8,5.5
"477",-20.7013326070218,0.3,-1.8,5.5
"478",-20.7794259000361,0.4,-1.8,5.5
"479",-20.8407343735631,0.5,-1.8,5.5
"480",-20.974733035992,0.6,-1.8,5.5
"481",-21.1287551764964,0.7,-1.8,5.5
"482",-21.3135522440375,0.8,-1.8,5.5
"483",-21.4389591469775,0.9,-1.8,5.5
"484",-21.5901188068772,1,-1.8,5.5
"485",-20.5970391758044,0,-1.6,5.5
"486",-20.6071367918622,0.1,-1.6,5.5
"487",-20.6386156483439,0.2,-1.6,5.5
"488",-20.6835475798218,0.3,-1.6,5.5
"489",-20.7611873089413,0.4,-1.6,5.5
"490",-20.8373408378038,0.5,-1.6,5.5
"491",-20.9475814033759,0.6,-1.6,5.5
"492",-21.0793959833004,0.7,-1.6,5.5
"493",-21.243155973293,0.8,-1.6,5.5
"494",-21.4027228396824,0.9,-1.6,5.5
"495",-21.5666169680856,1,-1.6,5.5
"496",-20.5837639454754,0,-1.4,5.5
"497",-20.5931481808486,0.1,-1.4,5.5
"498",-20.6232672674346,0.2,-1.4,5.5
"499",-20.682178677856,0.3,-1.4,5.5
"500",-20.7412121536956,0.4,-1.4,5.5
"501",-20.8369312502567,0.5,-1.4,5.5
"502",-20.9456868986526,0.6,-1.4,5.5
"503",-21.085844106078,0.7,-1.4,5.5
"504",-21.2097145001421,0.8,-1.4,5.5
"505",-21.3658240127718,0.9,-1.4,5.5
"506",-21.6572817983016,1,-1.4,5.5
"507",-20.5727877073558,0,-1.2,5.5
"508",-20.5827795737038,0.1,-1.2,5.5
"509",-20.6123451797938,0.2,-1.2,5.5
"510",-20.6613198031384,0.3,-1.2,5.5
"511",-20.7315983916798,0.4,-1.2,5.5
"512",-20.8174333906105,0.5,-1.2,5.5
"513",-20.926540851734,0.6,-1.2,5.5
"514",-21.0852988278868,0.7,-1.2,5.5
"515",-21.2199331031015,0.8,-1.2,5.5
"516",-21.4092946485194,0.9,-1.2,5.5
"517",-21.5877392102923,1,-1.2,5.5
"518",-20.5639076318626,0,-1,5.5
"519",-20.5739172996391,0.1,-1,5.5
"520",-20.6018881722838,0.2,-1,5.5
"521",-20.6488791748222,0.3,-1,5.5
"522",-20.7214339362782,0.4,-1,5.5
"523",-20.8050603849141,0.5,-1,5.5
"524",-20.9064212460108,0.6,-1,5.5
"525",-21.0440752060057,0.7,-1,5.5
"526",-21.2069727987961,0.8,-1,5.5
"527",-21.3675811351121,0.9,-1,5.5
"528",-21.6111316060895,1,-1,5.5
"529",-20.556946840144,0,-0.8,5.5
"530",-20.5668804529232,0.1,-0.8,5.5
"531",-20.5945369741208,0.2,-0.8,5.5
"532",-20.6460479406495,0.3,-0.8,5.5
"533",-20.7072944911753,0.4,-0.8,5.5
"534",-20.7974174266642,0.5,-0.8,5.5
"535",-20.8889245126195,0.6,-0.8,5.5
"536",-21.0405875990278,0.7,-0.8,5.5
"537",-21.2013812711943,0.8,-0.8,5.5
"538",-21.4037210303086,0.9,-0.8,5.5
"539",-21.5615837640975,1,-0.8,5.5
"540",-20.551750158132,0,-0.6,5.5
"541",-20.5601174798761,0.1,-0.6,5.5
"542",-20.5908519106398,0.2,-0.6,5.5
"543",-20.6406273913233,0.3,-0.6,5.5
"544",-20.7132675394535,0.4,-0.6,5.5
"545",-20.7853714448112,0.5,-0.6,5.5
"546",-20.8851407730615,0.6,-0.6,5.5
"547",-21.0864754111504,0.7,-0.6,5.5
"548",-21.2104639003422,0.8,-0.6,5.5
"549",-21.3893458216555,0.9,-0.6,5.5
"550",-21.5310680837057,1,-0.6,5.5
"551",-20.5481807049601,0,-0.4,5.5
"552",-20.557542485817,0.1,-0.4,5.5
"553",-20.5867221089017,0.2,-0.4,5.5
"554",-20.6375469479792,0.3,-0.4,5.5
"555",-20.7089187628626,0.4,-0.4,5.5
"556",-20.8118358319727,0.5,-0.4,5.5
"557",-20.9132456622277,0.6,-0.4,5.5
"558",-21.0331828000437,0.7,-0.4,5.5
"559",-21.2265147310741,0.8,-0.4,5.5
"560",-21.3822643677758,0.9,-0.4,5.5
"561",-21.5543910032041,1,-0.4,5.5
"562",-20.5461171264097,0,-0.2,5.5
"563",-20.5559224332142,0.1,-0.2,5.5
"564",-20.5842052896782,0.2,-0.2,5.5
"565",-20.6393433986447,0.3,-0.2,5.5
"566",-20.7060185986979,0.4,-0.2,5.5
"567",-20.787585373151,0.5,-0.2,5.5
"568",-20.8928511631397,0.6,-0.2,5.5
"569",-21.0426253586027,0.7,-0.2,5.5
"570",-21.1785594727052,0.8,-0.2,5.5
"571",-21.3511620576109,0.9,-0.2,5.5
"572",-21.5337528601063,1,-0.2,5.5
"573",-20.5454513323575,0,0,5.5
"574",-20.555403860198,0.1,0,5.5
"575",-20.5856489264939,0.2,0,5.5
"576",-20.6299768037275,0.3,0,5.5
"577",-20.6978622809803,0.4,0,5.5
"578",-20.7802894390393,0.5,0,5.5
"579",-20.9097128667726,0.6,0,5.5
"580",-21.0334717064466,0.7,0,5.5
"581",-21.1656840958624,0.8,0,5.5
"582",-21.3704232658896,0.9,0,5.5
"583",-21.5659995409822,1,0,5.5
"584",-20.5460866319032,0,0.2,5.5
"585",-20.5556001983919,0.1,0.2,5.5
"586",-20.5855393620294,0.2,0.2,5.5
"587",-20.6327055912767,0.3,0.2,5.5
"588",-20.7038248453817,0.4,0.2,5.5
"589",-20.7955517146757,0.5,0.2,5.5
"590",-20.884472447095,0.6,0.2,5.5
"591",-21.0327975271602,0.7,0.2,5.5
"592",-21.1835724118286,0.8,0.2,5.5
"593",-21.37591897292,0.9,0.2,5.5
"594",-21.5835193679957,1,0.2,5.5
"595",-20.5479361851419,0,0.4,5.5
"596",-20.5573625470412,0.1,0.4,5.5
"597",-20.5863547817142,0.2,0.4,5.5
"598",-20.637186982353,0.3,0.4,5.5
"599",-20.7000431710823,0.4,0.4,5.5
"600",-20.8043477732031,0.5,0.4,5.5
"601",-20.8852510310128,0.6,0.4,5.5
"602",-21.0626557256732,0.7,0.4,5.5
"603",-21.200226543684,0.8,0.4,5.5
"604",-21.3643025944874,0.9,0.4,5.5
"605",-21.5432462515073,1,0.4,5.5
"606",-20.5509217091763,0,0.6,5.5
"607",-20.5608816550852,0.1,0.6,5.5
"608",-20.590446751201,0.2,0.6,5.5
"609",-20.6385107960444,0.3,0.6,5.5
"610",-20.7088252397146,0.4,0.6,5.5
"611",-20.8009863238415,0.5,0.6,5.5
