"","ld2","Var1","Var2","Var3"
"164",138.461036243515,1.8,0.5,5.25
"165",138.566396759173,2,0.5,5.25
"166",140.4399855123,0,0.6,5.25
"167",138.830547599866,0.2,0.6,5.25
"168",139.523694780426,0.4,0.6,5.25
"169",139.929159888534,0.6,0.6,5.25
"170",140.216841960986,0.8,0.6,5.25
"171",140.4399855123,1,0.6,5.25
"172",140.622307069094,1.2,0.6,5.25
"173",140.776457748921,1.4,0.6,5.25
"174",140.909989141546,1.6,0.6,5.25
"175",141.027772177202,1.8,0.6,5.25
"176",141.13313269286,2,0.6,5.25
"177",142.008400830742,0,0.7,5.25
"178",140.398962918308,0.2,0.7,5.25
"179",141.092110098868,0.4,0.7,5.25
"180",141.497575206976,0.6,0.7,5.25
"181",141.785257279428,0.8,0.7,5.25
"182",142.008400830742,1,0.7,5.25
"183",142.190722387536,1.2,0.7,5.25
"184",142.344873067363,1.4,0.7,5.25
"185",142.478404459988,1.6,0.7,5.25
"186",142.596187495644,1.8,0.7,5.25
"187",142.701548011302,2,0.7,5.25
"188",142.718619135912,0,0.8,5.25
"189",141.109181223478,0.2,0.8,5.25
"190",141.802328404038,0.4,0.8,5.25
"191",142.207793512146,0.6,0.8,5.25
"192",142.495475584598,0.8,0.8,5.25
"193",142.718619135912,1,0.8,5.25
"194",142.900940692706,1.2,0.8,5.25
"195",143.055091372533,1.4,0.8,5.25
"196",143.188622765158,1.6,0.8,5.25
"197",143.306405800814,1.8,0.8,5.25
"198",143.411766316472,2,0.8,5.25
"199",142.674717379127,0,0.9,5.25
"200",141.065279466693,0.2,0.9,5.25
"201",141.758426647253,0.4,0.9,5.25
"202",142.163891755361,0.6,0.9,5.25
"203",142.451573827813,0.8,0.9,5.25
"204",142.674717379127,1,0.9,5.25
"205",142.857038935921,1.2,0.9,5.25
"206",143.011189615749,1.4,0.9,5.25
"207",143.144721008373,1.6,0.9,5.25
"208",143.262504044029,1.8,0.9,5.25
"209",143.367864559687,2,0.9,5.25
"210",141.956662546844,0,1,5.25
"211",140.34722463441,0.2,1,5.25
"212",141.04037181497,0.4,1,5.25
"213",141.445836923079,0.6,1,5.25
"214",141.73351899553,0.8,1,5.25
"215",141.956662546844,1,1,5.25
"216",142.138984103638,1.2,1,5.25
"217",142.293134783466,1.4,1,5.25
"218",142.42666617609,1.6,1,5.25
"219",142.544449211747,1.8,1,5.25
"220",142.649809727404,2,1,5.25
"221",111.492936772488,0,0.1,5.5
"222",109.883498860054,0.2,0.1,5.5
"223",110.576646040614,0.4,0.1,5.5
"224",110.982111148722,0.6,0.1,5.5
"225",111.269793221174,0.8,0.1,5.5
