"","ld","Var1","Var2","Var3"
"298",104.943248323305,5.75,0.8,0
"299",107.497511581165,6,0.8,0
"300",109.947439818648,6.25,0.8,0
"301",112.301224691375,6.5,0.8,0
"302",114.56612931972,6.75,0.8,0
"303",116.748623545591,7,0.8,0
"304",118.854495421628,7.25,0.8,0
"305",120.888943775303,7.5,0.8,0
"306",122.856655577019,7.75,0.8,0
"307",124.761871011135,8,0.8,0
"308",126.608438523455,8.25,0.8,0
"309",128.399861642891,8.5,0.8,0
"310",130.139339009759,8.75,0.8,0
"311",131.829798760262,9,0.8,0
"312",133.473928196025,9.25,0.8,0
"313",135.074199493889,9.5,0.8,0
"314",136.63289207372,9.75,0.8,0
"315",138.152112132396,10,0.8,0
"316",96.5488194852127,5,1,0
"317",99.4777682326755,5.25,1,0
"318",102.270312905449,5.5,1,0
"319",104.938598929666,5.75,1,0
"320",107.493218107405,6,1,0
"321",109.943462848232,6.25,1,0
"322",112.297530427905,6.5,1,0
"323",114.562688618608,6.75,1,0
"324",116.745411139491,7,1,0
"325",118.851489295786,7.25,1,0
"326",120.886124660017,7.5,1,0
"327",122.854006532344,7.75,1,0
"328",124.759377084827,8,1,0
"329",126.606086467509,8.25,1,0
"330",128.397639677281,8.5,1,0
"331",130.137236624444,8.75,1,0
"332",131.82780654842,9,1,0
"333",133.472037712911,9.25,1,0
"334",135.072403136828,9.5,1,0
"335",136.631182979644,9.75,1,0
"336",138.150484089988,10,1,0
"337",96.5416818426267,5,1.2,0
"338",99.4712399447826,5.25,1.2,0
"339",102.264318944184,5.5,1.2,0
"340",104.933076126074,5.75,1.2,0
"341",107.48811289285,6,1.2,0
"342",109.938729493892,6.25,1.2,0
"343",112.293129658646,6.5,1.2,0
"344",114.558586511388,6.75,1.2,0
"345",116.741578240297,7,1.2,0
"346",118.847899906083,7.25,1.2,0
"347",120.882756255869,7.5,1.2,0
"348",122.850839288249,7.75,1.2,0
"349",124.756393480874,8,1.2,0
"350",126.603270963295,8.25,1.2,0
"351",128.394978439713,8.5,1.2,0
"352",130.134717299296,8.75,1.2,0
"353",131.825418067655,9,1.2,0
"354",133.469770131384,9.25,1.2,0
"355",135.070247493281,9.5,1.2,0
"356",136.629131177865,9.75,1.2,0
"357",138.148528796806,10,1.2,0
"358",96.5335045448804,5,1.4,0
"359",99.4637517615553,5.25,1.4,0
"360",102.257435997898,5.5,1.4,0
"361",104.926727662321,5.75,1.4,0
"362",107.482238803382,6,1.4,0
"363",109.933278381666,6.25,1.4,0
"364",112.288057311084,6.5,1.4,0
"365",114.553854684569,6.75,1.4,0
"366",116.737153682485,7,1.4,0
"367",118.843753567261,7.25,1.4,0
"368",120.878862643134,7.5,1.4,0
"369",122.847175936559,7.75,1.4,0
"370",124.752940515712,8,1.4,0
"371",126.600010737132,8.25,1.4,0
"372",128.391895228107,8.5,1.4,0
"373",130.131797045504,8.75,1.4,0
"374",131.822648166954,9,1.4,0
"375",133.467139248054,9.25,1.4,0
"376",135.06774540463,9.5,1.4,0
"377",136.626748640731,9.75,1.4,0
"378",138.146257432844,10,1.4,0
"379",96.5243491208492,5,1.6,0
"380",99.4553584052945,5.25,1.6,0
"381",102.249712950532,5.5,1.6,0
"382",104.919597385964,5.75,1.6,0
"383",107.475635319027,6,1.6,0
"384",109.927145185441,6.25,1.6,0
"385",112.282345726966,6.5,1.6,0
"386",114.548522550206,6.75,1.6,0
"387",116.732164291889,7,1.6,0
"388",118.8390748135,7.25,1.6,0
"389",120.874466318134,7.5,1.6,0
"390",122.84303715534,7.75,1.6,0
"391",124.749037239957,8,1.6,0
"392",126.596323378598,8.25,1.6,0
"393",128.388406316675,8.5,1.6,0
"394",130.12849094988,8.75,1.6,0
"395",131.819510858495,9,1.6,0
"396",133.464158100159,9.25,1.6,0
"397",135.064909021567,9.5,1.6,0
"398",136.624046710984,9.75,1.6,0
"399",138.143680602976,10,1.6,0
"400",96.5142716533279,5,1.8,0
"401",99.446109929816,5.25,1.8,0
"402",102.241194661145,5.5,1.8,0
"403",104.911725656072,5.75,1.8,0
"404",107.468338881246,6,1.8,0
"405",109.920362920193,6.25,1.8,0
"406",112.276024911291,6.5,1.8,0
"407",114.54261745841,6.75,1.8,0
"408",116.726635067958,7,1.8,0
"409",118.833886555454,7.25,1.8,0
"410",120.869588329117,7.5,1.8,0
"411",122.838442326968,7.75,1.8,0
"412",124.74470154138,8,1.8,0
"413",126.592225430674,8.25,1.8,0
"414",128.384527035114,8.5,1.8,0
"415",130.124813244642,8.75,1.8,0
"416",131.81601937934,9,1.8,0
"417",133.460839020266,9.25,1.8,0
"418",135.061749852733,9.5,1.8,0
"419",136.621036145136,9.75,1.8,0
"420",138.140808375723,10,1.8,0
"421",96.5033234030176,5,2,0
"422",99.4360522365455,5.25,2,0
"423",102.231922393753,5.5,2,0
"424",104.903149703551,5.75,2,0
"425",107.460383196807,6,2,0
"426",109.912962199702,6.25,2,0
"427",112.269122752026,6.5,2,0
"428",114.536164885593,6.75,2,0
"429",116.720589345796,7,2,0
"430",118.828210220343,7.25,2,0
"431",120.864248397879,7.5,2,0
"432",122.833409644112,7.75,2,0
"433",124.739950237621,8,2,0
"434",126.587732471129,8.25,2,0
"435",128.380271840273,8.5,2,0
"436",130.120777370742,8.75,2,0
"437",131.812186247545,9,2,0
"438",133.457193686136,9.25,2,0
"439",135.058278809155,9.5,2,0
"440",136.617727153164,9.75,2,0
"441",138.137650318809,10,2,0
"442",96.4472409444148,5,-2,0.1
"443",99.3883502016119,5.25,-2,0.1
"444",102.191487473818,5.5,-2,0.1
"445",104.86448723835,5.75,-2,0.1
"446",107.42744495112,6,-2,0.1
"447",109.88103330378,6.25,-2,0.1
"448",112.243016353578,6.5,-2,0.1
"449",114.513802879892,6.75,-2,0.1
"450",116.699060581047,7,-2,0.1
"451",118.808278302643,7.25,-2,0.1
"452",120.84592496536,7.5,-2,0.1
"453",122.817079447503,7.75,-2,0.1
"454",124.726072940996,8,-2,0.1
"455",126.573787223096,8.25,-2,0.1
"456",128.367123343933,8.5,-2,0.1
"457",130.109191725582,8.75,-2,0.1
"458",131.800746933551,9,-2,0.1
"459",133.446947016348,9.25,-2,0.1
"460",135.049471046575,9.5,-2,0.1
"461",136.608803621147,9.75,-2,0.1
"462",138.130443111424,10,-2,0.1
"463",96.4743692900056,5,-1.8,0.1
"464",99.4073033159397,5.25,-1.8,0.1
"465",102.206669060886,5.5,-1.8,0.1
"466",104.880567925198,5.75,-1.8,0.1
"467",107.442831696084,6,-1.8,0.1
"468",109.898352870157,6.25,-1.8,0.1
"469",112.253415500703,6.5,-1.8,0.1
"470",114.523204585752,6.75,-1.8,0.1
"471",116.708535254802,7,-1.8,0.1
"472",118.818873761947,7.25,-1.8,0.1
"473",120.855198561638,7.5,-1.8,0.1
"474",122.825682306878,7.75,-1.8,0.1
"475",124.732095259793,8,-1.8,0.1
"476",126.579792961989,8.25,-1.8,0.1
"477",128.374934941514,8.5,-1.8,0.1
"478",130.116059930134,8.75,-1.8,0.1
"479",131.805973186478,9,-1.8,0.1
"480",133.452675930465,9.25,-1.8,0.1
"481",135.054560301564,9.5,-1.8,0.1
"482",136.6139006478,9.75,-1.8,0.1
"483",138.134016649721,10,-1.8,0.1
"484",96.4892562433636,5,-1.6,0.1
"485",99.4240881086569,5.25,-1.6,0.1
"486",102.222891323947,5.5,-1.6,0.1
"487",104.897337050811,5.75,-1.6,0.1
"488",107.452712830926,6,-1.6,0.1
"489",109.907542635033,6.25,-1.6,0.1
"490",112.266438734495,6.5,-1.6,0.1
"491",114.532433395291,6.75,-1.6,0.1
"492",116.718501708197,7,-1.6,0.1
"493",118.826309346425,7.25,-1.6,0.1
"494",120.863651176235,7.5,-1.6,0.1
"495",122.832893920318,7.75,-1.6,0.1
"496",124.739234154651,8,-1.6,0.1
"497",126.587563810306,8.25,-1.6,0.1
"498",128.380557286962,8.5,-1.6,0.1
"499",130.120937515703,8.75,-1.6,0.1
"500",131.813894970109,9,-1.6,0.1
"501",133.457274275061,9.25,-1.6,0.1
"502",135.058741319004,9.5,-1.6,0.1
"503",136.618659031691,9.75,-1.6,0.1
"504",138.138135696576,10,-1.6,0.1
"505",96.5080167621559,5,-1.4,0.1
"506",99.4376238604364,5.25,-1.4,0.1
"507",102.237680782936,5.5,-1.4,0.1
"508",104.908334408304,5.75,-1.4,0.1
"509",107.46540752676,6,-1.4,0.1
"510",109.918989495377,6.25,-1.4,0.1
"511",112.274673707058,6.5,-1.4,0.1
"512",114.542044736613,6.75,-1.4,0.1
"513",116.725203267812,7,-1.4,0.1
"514",118.833303131557,7.25,-1.4,0.1
"515",120.869393816105,7.5,-1.4,0.1
"516",122.838694992966,7.75,-1.4,0.1
"517",124.744425389154,8,-1.4,0.1
"518",126.592236064879,8.25,-1.4,0.1
"519",128.385734426538,8.5,-1.4,0.1
"520",130.125615375729,8.75,-1.4,0.1
"521",131.816711023734,9,-1.4,0.1
"522",133.461954947553,9.25,-1.4,0.1
"523",135.063105314865,9.5,-1.4,0.1
"524",136.621534802404,9.75,-1.4,0.1
"525",138.14152291437,10,-1.4,0.1
"526",96.5204233716621,5,-1.2,0.1
"527",99.4533421418778,5.25,-1.2,0.1
"528",102.248327270139,5.5,-1.2,0.1
"529",104.917217741807,5.75,-1.2,0.1
"530",107.474704339913,6,-1.2,0.1
"531",109.925971702304,6.25,-1.2,0.1
"532",112.281635121676,6.5,-1.2,0.1
"533",114.549796296209,6.75,-1.2,0.1
"534",116.731727057411,7,-1.2,0.1
"535",118.838443641529,7.25,-1.2,0.1
"536",120.87566379361,7.5,-1.2,0.1
"537",122.843201519858,7.75,-1.2,0.1
"538",124.749254699724,8,-1.2,0.1
"539",126.597416731411,8.25,-1.2,0.1
"540",128.389405790684,8.5,-1.2,0.1
"541",130.128873330702,8.75,-1.2,0.1
"542",131.820350445507,9,-1.2,0.1
"543",133.464794994215,9.25,-1.2,0.1
"544",135.065745264722,9.5,-1.2,0.1
"545",136.625200500301,9.75,-1.2,0.1
"546",138.14465781656,10,-1.2,0.1
"547",96.5291806922214,5,-1,0.1
"548",99.4605972825447,5.25,-1,0.1
"549",102.257366953178,5.5,-1,0.1
"550",104.925417965656,5.75,-1,0.1
"551",107.481857575764,6,-1,0.1
"552",109.932926393008,6.25,-1,0.1
"553",112.288749716573,6.5,-1,0.1
"554",114.554659544394,6.75,-1,0.1
"555",116.737802653008,7,-1,0.1
"556",118.843277774504,7.25,-1,0.1
"557",120.879218957162,7.5,-1,0.1
"558",122.847150901905,7.75,-1,0.1
"559",124.752890461133,8,-1,0.1
"560",126.600319133375,8.25,-1,0.1
"561",128.392667421237,8.5,-1,0.1
"562",130.132817167886,8.75,-1,0.1
"563",131.822959503369,9,-1,0.1
"564",133.467699848352,9.25,-1,0.1
"565",135.06834315857,9.5,-1,0.1
"566",136.627135700649,9.75,-1,0.1
"567",138.146705585522,10,-1,0.1
"568",96.5394601554085,5,-0.8,0.1
"569",99.4725209021589,5.25,-0.8,0.1
"570",102.263599713575,5.5,-0.8,0.1
"571",104.933039945642,5.75,-0.8,0.1
"572",107.48712857005,6,-0.8,0.1
"573",109.938549671281,6.25,-0.8,0.1
"574",112.292757168012,6.5,-0.8,0.1
"575",114.559239278653,6.75,-0.8,0.1
"576",116.742322027019,7,-0.8,0.1
"577",118.847899704097,7.25,-0.8,0.1
"578",120.883355904882,7.5,-0.8,0.1
"579",122.850648109975,7.75,-0.8,0.1
"580",124.756480397197,8,-0.8,0.1
"581",126.603202299121,8.25,-0.8,0.1
"582",128.39508364066,8.5,-0.8,0.1
"583",130.135070339574,8.75,-0.8,0.1
"584",131.825842809125,9,-0.8,0.1
"585",133.46934176668,9.25,-0.8,0.1
"586",135.070472136967,9.5,-0.8,0.1
"587",136.629292229524,9.75,-0.8,0.1
"588",138.149005692994,10,-0.8,0.1
"589",96.5468101964342,5,-0.6,0.1
"590",99.4769723511876,5.25,-0.6,0.1
"591",102.269251992123,5.5,-0.6,0.1
"592",104.936513170436,5.75,-0.6,0.1
"593",107.492174969872,6,-0.6,0.1
"594",109.942359896448,6.25,-0.6,0.1
"595",112.297245486233,6.5,-0.6,0.1
"596",114.561478189965,6.75,-0.6,0.1
"597",116.745269883129,7,-0.6,0.1
"598",118.851274193433,7.25,-0.6,0.1
"599",120.885527386008,7.5,-0.6,0.1
"600",122.853837227999,7.75,-0.6,0.1
"601",124.75896702251,8,-0.6,0.1
"602",126.60568764968,8.25,-0.6,0.1
"603",128.397147634033,8.5,-0.6,0.1
"604",130.136867501359,8.75,-0.6,0.1
"605",131.827694910013,9,-0.6,0.1
"606",133.471711175018,9.25,-0.6,0.1
"607",135.072409401009,9.5,-0.6,0.1
"608",136.630821610227,9.75,-0.6,0.1
"609",138.150414609319,10,-0.6,0.1
"610",96.5520865901629,5,-0.4,0.1
"611",99.4800418111698,5.25,-0.4,0.1
"612",102.271904532091,5.5,-0.4,0.1
"613",104.940525971303,5.75,-0.4,0.1
"614",107.495049447887,6,-0.4,0.1
"615",109.945014129031,6.25,-0.4,0.1
"616",112.299404420939,6.5,-0.4,0.1
"617",114.56410304069,6.75,-0.4,0.1
"618",116.746823085348,7,-0.4,0.1
"619",118.853072337701,7.25,-0.4,0.1
"620",120.887655576257,7.5,-0.4,0.1
"621",122.855323959988,7.75,-0.4,0.1
"622",124.760243065892,8,-0.4,0.1
"623",126.607303000519,8.25,-0.4,0.1
"624",128.398991040283,8.5,-0.4,0.1
"625",130.138427478039,8.75,-0.4,0.1
"626",131.828855292883,9,-0.4,0.1
"627",133.473084003923,9.25,-0.4,0.1
"628",135.073173988221,9.5,-0.4,0.1
"629",136.632016879146,9.75,-0.4,0.1
"630",138.151156575103,10,-0.4,0.1
"631",96.5534130596462,5,-0.2,0.1
"632",99.4813849640673,5.25,-0.2,0.1
"633",102.274543701504,5.5,-0.2,0.1
"634",104.942509431587,5.75,-0.2,0.1
"635",107.49683816964,6,-0.2,0.1
"636",109.946705123517,6.25,-0.2,0.1
"637",112.300611055411,6.5,-0.2,0.1
"638",114.565443502253,6.75,-0.2,0.1
"639",116.747967810551,7,-0.2,0.1
"640",118.854448805712,7.25,-0.2,0.1
"641",120.888589888429,7.5,-0.2,0.1
"642",122.856443629421,7.75,-0.2,0.1
"643",124.761676310659,8,-0.2,0.1
"644",126.608142018339,8.25,-0.2,0.1
"645",128.399637025899,8.5,-0.2,0.1
"646",130.139230180079,8.75,-0.2,0.1
"647",131.829538265045,9,-0.2,0.1
"648",133.473815666693,9.25,-0.2,0.1
"649",135.073673909563,9.5,-0.2,0.1
"650",136.632866656648,9.75,-0.2,0.1
"651",138.151893998542,10,-0.2,0.1
"652",96.5549268424919,5,0,0.1
"653",99.4836330661592,5.25,0,0.1
"654",102.274925055195,5.5,0,0.1
"655",104.942579401141,5.75,0,0.1
"656",107.497381093461,6,0,0.1
"657",109.947463401559,6.25,0,0.1
"658",112.30083633477,6.5,0,0.1
"659",114.566023807688,6.75,0,0.1
"660",116.748661386434,7,0,0.1
"661",118.854440125422,7.25,0,0.1
"662",120.888804364393,7.5,0,0.1
"663",122.8565990327,7.75,0,0.1
"664",124.762069311482,8,0,0.1
"665",126.608474775967,8.25,0,0.1
"666",128.39988154155,8.5,0,0.1
"667",130.139396559242,8.75,0,0.1
"668",131.829894616599,9,0,0.1
"669",133.473754307055,9.25,0,0.1
"670",135.074336528087,9.5,0,0.1
"671",136.633069777203,9.75,0,0.1
"672",138.152124363929,10,0,0.1
"673",96.5529245624455,5,0.2,0.1
"674",99.4825688936949,5.25,0.2,0.1
"675",102.274243806725,5.5,0.2,0.1
"676",104.942257949273,5.75,0.2,0.1
"677",107.496975447835,6,0.2,0.1
"678",109.947049500527,6.25,0.2,0.1
"679",112.300489995565,6.5,0.2,0.1
"680",114.566157241697,6.75,0.2,0.1
"681",116.748023877848,7,0.2,0.1
"682",118.854229195884,7.25,0.2,0.1
"683",120.888815468715,7.5,0.2,0.1
"684",122.856011886241,7.75,0.2,0.1
"685",124.761753858371,8,0.2,0.1
