"","r3","l3"
"1",0.0435072029855289,0.03125
"2",0.0365779019350384,0.03125
"3",0.0358653093849004,0.03125
"4",0.0346088494354747,0.03125
"5",0.034350386348181,0.03125
"6",0.0350740718906002,0.03125
"7",0.0338926130038579,0.03125
"8",0.0314683941935187,0.03125
"9",0.0310872296347579,0.03125
"10",0.0335966620658725,0.03125
"11",0.0323114240919076,0.03125
"12",0.032757618896585,0.03125
"13",0.0317670595116302,0.03125
"14",0.0308392862558344,0.03125
"15",0.0310144360645206,0.03125
"16",0.031326708465657,0.03125
"17",0.0310123114946766,0.03125
"18",0.0304815453549083,0.03125
"19",0.0319971770435041,0.03125
"20",0.0302346183700947,0.03125
"21",0.0330968640119096,0.03125
"22",0.0319294597246177,0.03125
"23",0.0336259716322086,0.03125
"24",0.0320248010932218,0.03125
"25",0.0315213042201603,0.03125
"26",0.037466748601139,0.0312891236421684
"27",0.0368613877438922,0.0312891236421684
"28",0.0383751216480861,0.0312891236421684
"29",0.0351185693739375,0.0312891236421684
"30",0.0334154426393568,0.0312891236421684
"31",0.0317507551412903,0.0312891236421684
"32",0.0323897131543874,0.0312891236421684
"33",0.0325667085304637,0.0312891236421684
"34",0.0319120592489025,0.0312891236421684
"35",0.0320961449163522,0.0312891236421684
"36",0.0322542009509359,0.0312891236421684
"37",0.0333979305178243,0.0312891236421684
"38",0.0289964359892553,0.0312891236421684
"39",0.0299210193098167,0.0312891236421684
"40",0.0322000445187564,0.0312891236421684
"41",0.0300332330051252,0.0312891236421684
"42",0.0313987528831824,0.0312891236421684
"43",0.0328734530286919,0.0312891236421684
"44",0.0309626495896143,0.0312891236421684
"45",0.0333919310328824,0.0312891236421684
"46",0.0301235537283307,0.0312891236421684
"47",0.03215999506335,0.0312891236421684
"48",0.0313441631669364,0.0312891236421684
"49",0.0322040911832525,0.0312891236421684
"50",0.032353380916099,0.0312891236421684
"51",0.0410520518087221,0.0314072334501132
"52",0.0381356215227835,0.0314072334501132
"53",0.0355887276465933,0.0314072334501132
"54",0.0341206188311838,0.0314072334501132
"55",0.0347668691538343,0.0314072334501132
"56",0.0316063418940856,0.0314072334501132
"57",0.0312645159711426,0.0314072334501132
"58",0.031347988341502,0.0314072334501132
"59",0.0321717155435175,0.0314072334501132
"60",0.0332915335885892,0.0314072334501132
"61",0.0335387684096124,0.0314072334501132
"62",0.0304862397243277,0.0314072334501132
"63",0.0301837009113054,0.0314072334501132
"64",0.0318605074236246,0.0314072334501132
"65",0.0299423731110863,0.0314072334501132
"66",0.0314800534901856,0.0314072334501132
"67",0.0307731301019372,0.0314072334501132
"68",0.0319462715702859,0.0314072334501132
"69",0.0326206076931195,0.0314072334501132
"70",0.0288676858728576,0.0314072334501132
"71",0.031212264921846,0.0314072334501132
"72",0.0318526754160192,0.0314072334501132
"73",0.0341345905673749,0.0314072334501132
"74",0.033318896725655,0.0314072334501132
"75",0.0323357184449162,0.0314072334501132
"76",0.0399054791054835,0.0316065855509009
"77",0.0390648356036527,0.0316065855509009
"78",0.0350607853530454,0.0316065855509009
"79",0.0345626667878154,0.0316065855509009
"80",0.0324512596047705,0.0316065855509009
"81",0.0330493113290869,0.0316065855509009
"82",0.031559091182593,0.0316065855509009
"83",0.0318878695374936,0.0316065855509009
"84",0.032172265441211,0.0316065855509009
"85",0.0308912329088455,0.0316065855509009
"86",0.0332399977430866,0.0316065855509009
"87",0.0301312340277221,0.0316065855509009
"88",0.0324889911015711,0.0316065855509009
"89",0.0316666434358142,0.0316065855509009
"90",0.0334889108682354,0.0316065855509009
"91",0.0308271588315607,0.0316065855509009
"92",0.0325789355998618,0.0316065855509009
"93",0.0338347715766105,0.0316065855509009
"94",0.0332458553038246,0.0316065855509009
"95",0.0314203852101455,0.0316065855509009
"96",0.0344230617017039,0.0316065855509009
"97",0.0338641939179852,0.0316065855509009
"98",0.0320938951652634,0.0316065855509009
"99",0.0331247917737258,0.0316065855509009
"100",0.0356873411411971,0.0316065855509009
"101",0.0392406634485164,0.0318910760513689
"102",0.0423882346950383,0.0318910760513689
"103",0.0365909326414171,0.0318910760513689
"104",0.0361585052243843,0.0318910760513689
"105",0.0341837759150187,0.0318910760513689
"106",0.0347199239089182,0.0318910760513689
"107",0.0323164258476481,0.0318910760513689
"108",0.0354031445266688,0.0318910760513689
"109",0.0324799223947258,0.0318910760513689
"110",0.0304329447228478,0.0318910760513689
"111",0.0331936725292177,0.0318910760513689
"112",0.033850447747837,0.0318910760513689
"113",0.0330502902481384,0.0318910760513689
"114",0.0334819539535829,0.0318910760513689
"115",0.0325371075831917,0.0318910760513689
"116",0.0339647736812641,0.0318910760513689
"117",0.0333391946128978,0.0318910760513689
"118",0.0325296504122348,0.0318910760513689
"119",0.0312251600634164,0.0318910760513689
"120",0.033812837425467,0.0318910760513689
"121",0.0313880095413315,0.0318910760513689
"122",0.0346899570403501,0.0318910760513689
"123",0.0317011259750737,0.0318910760513689
"124",0.0336855159232386,0.0318910760513689
"125",0.0343588154473383,0.0318910760513689
"126",0.0437925273949716,0.0322664606813298
"127",0.0392729526908254,0.0322664606813298
"128",0.0323704465082825,0.0322664606813298
"129",0.034269116097669,0.0322664606813298
"130",0.0356714287164396,0.0322664606813298
"131",0.0344505247087072,0.0322664606813298
"132",0.0340086822821216,0.0322664606813298
"133",0.0338504571889717,0.0322664606813298
"134",0.0336606862924646,0.0322664606813298
"135",0.0332363332184938,0.0322664606813298
"136",0.0346512091805738,0.0322664606813298
"137",0.0336929513596419,0.0322664606813298
"138",0.0317394030057239,0.0322664606813298
"139",0.0323347268996559,0.0322664606813298
"140",0.0345220584203992,0.0322664606813298
