"","r","l"
"1",0.251112135053447,0.25
"2",0.246732397166393,0.25
"3",0.242381038988033,0.25
"4",0.239696338450908,0.25
"5",0.242137571021743,0.25
"6",0.249938245602462,0.25
"7",0.2479934827821,0.25
"8",0.240934376952594,0.25
"9",0.24328524587441,0.25
"10",0.251576314562054,0.25
"11",0.246245863593733,0.25
"12",0.247200154601402,0.25
"13",0.249779400902387,0.25
"14",0.244847227956954,0.25
"15",0.243230596010814,0.25
"16",0.244604202771288,0.25
"17",0.24510480707874,0.25
"18",0.242486390193852,0.25
"19",0.24599411050868,0.25
"20",0.240692113675527,0.25
"21",0.254748624100489,0.25
"22",0.248174055132787,0.25
"23",0.253197353388765,0.25
"24",0.246320215785966,0.25
"25",0.246831211488736,0.25
"26",0.242017080158162,0.250156445618211
"27",0.240503297775548,0.250156445618211
"28",0.24820695276095,0.250156445618211
"29",0.248275412668899,0.250156445618211
"30",0.249236399072051,0.250156445618211
"31",0.241091140304894,0.250156445618211
"32",0.244199593811398,0.250156445618211
"33",0.247268755129025,0.250156445618211
"34",0.246159610718181,0.250156445618211
"35",0.246818100903393,0.250156445618211
"36",0.250342640668354,0.250156445618211
"37",0.251413474420265,0.250156445618211
"38",0.238242643230678,0.250156445618211
"39",0.238266938860143,0.250156445618211
"40",0.247238019075037,0.250156445618211
"41",0.242099763149725,0.250156445618211
"42",0.245199402795378,0.250156445618211
"43",0.249779589427475,0.250156445618211
"44",0.247684519807666,0.250156445618211
"45",0.253429047331136,0.250156445618211
"46",0.240795936908399,0.250156445618211
"47",0.246125849125112,0.250156445618211
"48",0.248358965215919,0.250156445618211
"49",0.247226875856629,0.250156445618211
"50",0.246958729841393,0.250156445618211
"51",0.250546569698742,0.250628144669002
"52",0.239989666196612,0.250628144669002
"53",0.241714303680713,0.250628144669002
"54",0.242809129422473,0.250628144669002
"55",0.245325636557441,0.250628144669002
"56",0.241762169228345,0.250628144669002
"57",0.239613108226583,0.250628144669002
"58",0.24399940787118,0.250628144669002
"59",0.243271222849061,0.250628144669002
"60",0.245644318656905,0.250628144669002
"61",0.249863790527389,0.250628144669002
"62",0.241862948598646,0.250628144669002
"63",0.23932372758364,0.250628144669002
"64",0.248097623574503,0.250628144669002
"65",0.237951748397437,0.250628144669002
"66",0.245463746232829,0.250628144669002
"67",0.243896488808298,0.250628144669002
"68",0.250162998207993,0.250628144669002
"69",0.250925493423729,0.250628144669002
"70",0.234921691518153,0.250628144669002
"71",0.242356158922069,0.250628144669002
"72",0.245577238774491,0.250628144669002
"73",0.25150103109782,0.250628144669002
"74",0.251539735928851,0.250628144669002
"75",0.247644652963404,0.250628144669002
"76",0.24292468993424,0.251422296349791
"77",0.244109486660634,0.251422296349791
"78",0.246174450533814,0.251422296349791
"79",0.239839366239429,0.251422296349791
"80",0.238217587805317,0.251422296349791
"81",0.245133272635773,0.251422296349791
"82",0.23384635917353,0.251422296349791
"83",0.247088997076863,0.251422296349791
"84",0.243219893514419,0.251422296349791
"85",0.24450723756174,0.251422296349791
"86",0.250669741421038,0.251422296349791
"87",0.241983901153301,0.251422296349791
"88",0.250141715169119,0.251422296349791
"89",0.246682599745893,0.251422296349791
"90",0.250709815086839,0.251422296349791
"91",0.243409853076097,0.251422296349791
"92",0.251020726012398,0.251422296349791
"93",0.254116318319919,0.251422296349791
"94",0.249162567121655,0.251422296349791
"95",0.242584531986379,0.251422296349791
"96",0.255253899229745,0.251422296349791
"97",0.252213649675567,0.251422296349791
"98",0.247778584440658,0.251422296349791
"99",0.245573521643132,0.251422296349791
"100",0.260098376834338,0.251422296349791
"101",0.243527709946657,0.252551286084109
"102",0.247655575380694,0.252551286084109
"103",0.246676757930111,0.252551286084109
"104",0.251414917283551,0.252551286084109
"105",0.245847094611751,0.252551286084109
"106",0.253317250088288,0.252551286084109
"107",0.246038093509559,0.252551286084109
"108",0.254475421065563,0.252551286084109
"109",0.243415480753768,0.252551286084109
"110",0.23939423837324,0.252551286084109
"111",0.253954808945341,0.252551286084109
"112",0.24816538185436,0.252551286084109
"113",0.2510003733622,0.252551286084109
"114",0.252011571250094,0.252551286084109
"115",0.246607817335483,0.252551286084109
"116",0.255433618056242,0.252551286084109
"117",0.2502488554901,0.252551286084109
"118",0.250092854217959,0.252551286084109
"119",0.24231494590772,0.252551286084109
"120",0.254223419365595,0.252551286084109
"121",0.242163771990684,0.252551286084109
"122",0.251706206626036,0.252551286084109
"123",0.245078337754404,0.252551286084109
"124",0.251755662599423,0.252551286084109
"125",0.251298356169669,0.252551286084109
"126",0.243391240179115,0.254033307585166
"127",0.243304729411142,0.254033307585166
"128",0.241617408942058,0.254033307585166
"129",0.243242926334038,0.254033307585166
"130",0.249827157732338,0.254033307585166
"131",0.247548315820359,0.254033307585166
"132",0.247703765977171,0.254033307585166
"133",0.249201993043218,0.254033307585166
"134",0.247018839610354,0.254033307585166
"135",0.250683497852262,0.254033307585166
"136",0.255991226682306,0.254033307585166
"137",0.252251365642699,0.254033307585166
"138",0.247299192951473,0.254033307585166
"139",0.245335677829826,0.254033307585166
"140",0.25463226224047,0.254033307585166
"141",0.254701285661529,0.254033307585166
"142",0.257397553694065,0.254033307585166
"143",0.257819744027943,0.254033307585166
"144",0.244067709800844,0.254033307585166
"145",0.249488093339305,0.254033307585166
"146",0.244000574039308,0.254033307585166
"147",0.252749100636166,0.254033307585166
"148",0.245490983414888,0.254033307585166
"149",0.247584952098457,0.254033307585166
"150",0.24834735599636,0.254033307585166
"151",0.248561438452359,0.255893325461413
"152",0.251448133957824,0.255893325461413
"153",0.244724252177789,0.255893325461413
"154",0.244084564558461,0.255893325461413
"155",0.251817540054301,0.255893325461413
"156",0.247422656674133,0.255893325461413
"157",0.257512972338689,0.255893325461413
"158",0.2498284809691,0.255893325461413
"159",0.238868053628977,0.255893325461413
"160",0.248081847333873,0.255893325461413
"161",0.247720617621191,0.255893325461413
"162",0.249678509178453,0.255893325461413
"163",0.251866802672399,0.255893325461413
"164",0.268837553901193,0.255893325461413
"165",0.254735647547848,0.255893325461413
"166",0.252050145693408,0.255893325461413
"167",0.239998508628878,0.255893325461413
"168",0.25166444788835,0.255893325461413
"169",0.254635032143336,0.255893325461413
"170",0.262746936349921,0.255893325461413
"171",0.256974487397976,0.255893325461413
"172",0.262390771471907,0.255893325461413
"173",0.249160404909567,0.255893325461413
"174",0.250232759726874,0.255893325461413
"175",0.252327194027521,0.255893325461413
"176",0.248512104067108,0.258164490776491
"177",0.258409534633474,0.258164490776491
